id;Klient;Kwota;Pracownik;Czas
7385;519;1,22;2;2018-04-17 18:32
7386;111;1,54;2;2018-04-17 18:39
7387;596;0,86;3;2018-04-17 19:17
7388;400;0,97;1;2018-04-17 19:52
7389;261;0,23;1;2018-04-17 20:41
7390;536;0,09;2;2018-04-17 21:51
7391;592;1,34;1;2018-04-17 21:53
7392;341;2,95;3;2018-04-17 21:59
7393;307;1,68;2;2018-04-17 22:37
7394;363;0,63;3;2018-04-18 00:10
7395;688;0,07;2;2018-04-18 01:27
7396;123;2,83;2;2018-04-18 01:43
7397;527;1,4;2;2018-04-18 01:48
7398;200;0,41;2;2018-04-18 02:48
7399;314;1,37;3;2018-04-18 04:14
7400;77;1,52;2;2018-04-18 05:36
7401;86;3,27;2;2018-04-18 07:03
7402;250;2,37;2;2018-04-18 07:07
7403;506;1,56;1;2018-04-18 07:51
7404;670;0,26;3;2018-04-18 08:06
7405;678;1,26;2;2018-04-18 08:51
7406;678;2,88;1;2018-04-18 09:50
7407;690;1,72;1;2018-04-18 10:07
7408;678;0,71;3;2018-04-18 10:26
7409;176;3,19;1;2018-04-18 10:53
7410;82;3,37;2;2018-04-18 11:51
7411;337;0,36;1;2018-04-18 12:10
7412;495;2,71;1;2018-04-18 12:59
7413;524;2,9;2;2018-04-18 13:38
7414;373;1,34;3;2018-04-18 14:50
7415;596;1,6;2;2018-04-18 16:09
7416;136;2,54;1;2018-04-18 17:00
7417;57;3,07;1;2018-04-18 18:31
7418;602;2,85;1;2018-04-18 19:04
7419;71;3,17;2;2018-04-18 20:18
7420;651;0,65;2;2018-04-18 21:34
7421;405;0,45;1;2018-04-18 22:24
7422;59;0,08;3;2018-04-18 22:47
7423;434;0,75;1;2018-04-18 23:38
7424;282;0,15;2;2018-04-19 00:40
7425;163;0,81;3;2018-04-19 01:19
7426;618;1;2;2018-04-19 01:28
7427;391;1,64;1;2018-04-19 02:44
7428;370;0,1;2;2018-04-19 03:30
7429;590;1,9;2;2018-04-19 03:49
7430;183;2,88;1;2018-04-19 05:18
7431;403;2,95;2;2018-04-19 05:47
7432;542;0,49;3;2018-04-19 06:09
7433;23;2,72;1;2018-04-19 06:50
7434;460;0,28;3;2018-04-19 07:00
7435;385;3,07;2;2018-04-19 07:02
7436;295;1,87;2;2018-04-19 08:07
7437;124;0,3;2;2018-04-19 08:09
7438;21;2,02;2;2018-04-19 09:33
7439;440;1,7;1;2018-04-19 09:42
7440;243;1,33;3;2018-04-19 10:18
7441;407;2,76;1;2018-04-19 10:48
7442;438;3,14;1;2018-04-19 10:52
7443;340;3,05;2;2018-04-19 11:29
7444;412;2,39;2;2018-04-19 11:35
7445;70;0,76;2;2018-04-19 12:22
7446;450;0,58;3;2018-04-19 13:12
7447;448;3,04;1;2018-04-19 14:18
7448;349;3,35;2;2018-04-19 14:50
7449;319;0,78;3;2018-04-19 16:22
7450;558;2,97;2;2018-04-19 17:25
7451;393;3,37;1;2018-04-19 18:44
7452;272;2,72;2;2018-04-19 20:18
7453;21;1,08;1;2018-04-19 20:40
7454;344;2,74;1;2018-04-19 21:30
7455;50;3,1;3;2018-04-19 22:57
7456;68;2,94;2;2018-04-20 00:21
7457;206;0,07;1;2018-04-20 01:47
7458;97;1,84;2;2018-04-20 02:01
7459;617;0,65;3;2018-04-20 03:22
7460;576;1,73;1;2018-04-20 04:10
7461;654;0,38;3;2018-04-20 04:47
7462;93;2,12;1;2018-04-20 05:19
7463;434;2,73;1;2018-04-20 06:49
7464;71;1,99;1;2018-04-20 07:17
7465;85;0,34;1;2018-04-20 08:46
7466;580;2,48;3;2018-04-20 10:04
7467;558;1,87;3;2018-04-20 10:46
7468;402;2,69;3;2018-04-20 11:45
7469;586;0,76;1;2018-04-20 13:17
7470;143;1,85;2;2018-04-20 14:38
7471;78;1,34;3;2018-04-20 16:02
7472;249;0,87;2;2018-04-20 16:39
7473;623;3,17;1;2018-04-20 18:10
7474;547;2,48;2;2018-04-20 18:56
7475;294;2,99;2;2018-04-20 19:36
7476;186;2,35;2;2018-04-20 20:04
7477;232;3,02;2;2018-04-20 21:15
7478;583;2,31;3;2018-04-20 21:54
7479;115;1,97;1;2018-04-20 23:11
7480;539;2,12;2;2018-04-20 23:54
7481;86;1,95;1;2018-04-21 00:20
7482;544;1,91;1;2018-04-21 01:12
7483;401;0,79;2;2018-04-21 01:54
7484;211;3,3;2;2018-04-21 03:11
7485;424;0,56;1;2018-04-21 04:33
7486;178;1,3;2;2018-04-21 05:26
7487;456;2,94;3;2018-04-21 06:49
7488;507;0,77;3;2018-04-21 07:13
7489;17;1,52;3;2018-04-21 07:20
7490;82;0,29;1;2018-04-21 07:35
7491;205;2,67;1;2018-04-21 09:04
7492;429;2,23;3;2018-04-21 10:09
7493;691;0,28;2;2018-04-21 10:47
7494;611;1,98;3;2018-04-21 11:45
7495;213;1,38;3;2018-04-21 12:09
7496;381;1,49;1;2018-04-21 13:18
7497;566;1,31;3;2018-04-21 14:52
7498;595;1,55;1;2018-04-21 15:08
7499;30;2,74;2;2018-04-21 16:08
7500;32;2,22;3;2018-04-21 17:36
7501;403;0,09;3;2018-04-21 17:54
7502;426;1,02;1;2018-04-21 18:41
7503;296;0,05;3;2018-04-21 20:00
7504;71;2,01;1;2018-04-21 20:30
7505;396;3,18;1;2018-04-21 21:15
7506;15;2,56;3;2018-04-21 22:13
7507;235;1,85;3;2018-04-21 22:36
7508;653;1,02;1;2018-04-22 00:09
7509;680;0,34;1;2018-04-22 01:15
7510;47;0,18;1;2018-04-22 01:37
7511;297;2,75;2;2018-04-22 01:44
7512;481;0,95;3;2018-04-22 03:10
7513;17;2,09;3;2018-04-22 04:20
7514;362;1,01;1;2018-04-22 05:15
7515;258;3,39;2;2018-04-22 05:18
7516;662;0,99;2;2018-04-22 06:10
7517;237;2,62;2;2018-04-22 07:34
7518;361;2,27;3;2018-04-22 09:05
7519;215;3,38;3;2018-04-22 10:06
7520;669;2,32;2;2018-04-22 10:35
7521;94;3,36;1;2018-04-22 11:13
7522;293;2,77;2;2018-04-22 11:40
7523;691;1,5;2;2018-04-22 13:10
7524;486;0,23;2;2018-04-22 13:18
7525;454;1,69;1;2018-04-22 13:54
7526;487;3,1;3;2018-04-22 14:21
7527;547;1,73;1;2018-04-22 15:09
7528;412;1,39;3;2018-04-22 15:16
7529;466;0,15;2;2018-04-22 16:40
7530;22;0,08;3;2018-04-22 17:11
7531;523;3,16;2;2018-04-22 17:29
7532;74;2,41;3;2018-04-22 18:41
7533;3;2,67;2;2018-04-22 19:19
7534;334;2,78;3;2018-04-22 20:28
7535;517;0,08;3;2018-04-22 21:41
7536;452;1,51;3;2018-04-22 21:59
7537;394;1,66;1;2018-04-22 23:31
7538;236;0,91;2;2018-04-23 00:12
7539;608;0,03;2;2018-04-23 00:40
7540;327;1,54;2;2018-04-23 02:06
7541;674;0,19;3;2018-04-23 02:40
7542;330;2,47;2;2018-04-23 03:53
7543;120;1,39;1;2018-04-23 04:28
7544;688;1,03;3;2018-04-23 04:50
7545;191;1,54;2;2018-04-23 05:48
7546;119;0,17;2;2018-04-23 07:13
7547;595;2,18;3;2018-04-23 07:26
7548;314;1,48;2;2018-04-23 07:32
7549;523;3,38;2;2018-04-23 09:02
7550;615;1,12;1;2018-04-23 10:20
7551;568;0,31;3;2018-04-23 10:32
7552;382;2,21;1;2018-04-23 11:07
7553;567;1,72;1;2018-04-23 11:51
7554;359;2,45;2;2018-04-23 12:13
7555;326;0,96;2;2018-04-23 12:15
7556;129;2,45;1;2018-04-23 12:51
7557;566;2,41;2;2018-04-23 13:17
7558;178;1,02;3;2018-04-23 13:25
7559;426;1,63;2;2018-04-23 13:35
7560;163;1,5;1;2018-04-23 13:39
7561;377;3,02;2;2018-04-23 14:29
7562;316;0,38;2;2018-04-23 14:31
7563;654;3,13;1;2018-04-23 15:15
7564;341;1,3;1;2018-04-23 15:53
7565;117;2,8;3;2018-04-23 16:59
7566;96;3,21;3;2018-04-23 17:28
7567;422;3,03;2;2018-04-23 17:40
7568;557;2,48;1;2018-04-23 18:39
7569;636;0,38;2;2018-04-23 19:24
7570;98;0,55;3;2018-04-23 20:30
7571;249;1,44;3;2018-04-23 21:19
7572;162;2,2;3;2018-04-23 21:21
7573;336;2,16;1;2018-04-23 21:40
7574;211;2,27;3;2018-04-23 21:46
7575;518;1,37;3;2018-04-23 23:17
7576;433;2,71;3;2018-04-24 00:33
7577;609;0,97;1;2018-04-24 01:16
7578;322;2,09;1;2018-04-24 01:55
7579;349;1,63;2;2018-04-24 02:11
7580;435;1,42;3;2018-04-24 02:27
7581;271;1,63;3;2018-04-24 03:03
7582;40;0,16;2;2018-04-24 04:36
7583;133;2,13;3;2018-04-24 04:43
7584;523;0,03;1;2018-04-24 05:34
7585;27;0,68;3;2018-04-24 05:43
7586;470;0,62;2;2018-04-24 06:54
7587;336;0,63;2;2018-04-24 08:14
7588;244;2,37;2;2018-04-24 09:20
7589;267;1,24;2;2018-04-24 10:33
7590;481;2,95;3;2018-04-24 11:57
7591;390;3,07;2;2018-04-24 12:38
7592;577;1,11;3;2018-04-24 14:07
7593;535;1,08;3;2018-04-24 15:13
7594;540;3,19;3;2018-04-24 15:14
7595;448;0,73;2;2018-04-24 16:18
7596;84;2,28;1;2018-04-24 17:27
7597;59;1,12;3;2018-04-24 18:08
7598;435;3,1;2;2018-04-24 19:12
7599;386;1,99;3;2018-04-24 20:44
7600;476;1,73;2;2018-04-24 21:14
7601;341;1,02;3;2018-04-24 22:41
7602;516;0,01;2;2018-04-24 23:59
7603;78;1,96;3;2018-04-25 00:06
7604;330;1,77;3;2018-04-25 00:25
7605;310;0,41;1;2018-04-25 01:32
7606;527;0,29;3;2018-04-25 02:11
7607;556;2,81;3;2018-04-25 03:31
7608;177;0,51;2;2018-04-25 04:18
7609;268;0,59;1;2018-04-25 04:26
7610;64;2,73;2;2018-04-25 05:52
7611;553;0,7;1;2018-04-25 07:14
7612;360;0,53;2;2018-04-25 08:08
7613;306;2,62;1;2018-04-25 09:19
7614;86;2,58;3;2018-04-25 10:41
7615;119;2,07;2;2018-04-25 11:05
7616;357;3,09;3;2018-04-25 11:07
7617;209;1,01;2;2018-04-25 12:35
7618;248;2,57;2;2018-04-25 13:45
7619;465;3,4;2;2018-04-25 14:12
7620;286;2,78;1;2018-04-25 14:24
7621;177;2,6;3;2018-04-25 15:00
7622;631;2,29;1;2018-04-25 15:21
7623;420;1,97;2;2018-04-25 15:58
7624;6;1,25;3;2018-04-25 16:19
7625;619;3,35;3;2018-04-25 17:33
7626;100;1,26;3;2018-04-25 18:40
7627;286;0,01;2;2018-04-25 19:47
7628;338;3,09;3;2018-04-25 21:00
7629;217;1,09;2;2018-04-25 21:29
7630;498;2,31;1;2018-04-25 21:41
7631;453;0,97;2;2018-04-25 22:55
7632;86;0,18;3;2018-04-26 00:12
7633;164;0,54;2;2018-04-26 01:17
7634;490;2,9;1;2018-04-26 02:38
7635;3;2,82;3;2018-04-26 04:03
7636;287;0,21;3;2018-04-26 05:09
7637;89;1,15;1;2018-04-26 05:51
7638;217;0,08;2;2018-04-26 07:19
7639;130;1,47;1;2018-04-26 07:46
7640;29;2,3;3;2018-04-26 09:19
7641;354;1,25;3;2018-04-26 09:48
7642;509;1,87;1;2018-04-26 10:51
7643;621;2,8;2;2018-04-26 11:28
7644;94;1,03;2;2018-04-26 12:02
7645;445;0,95;3;2018-04-26 13:03
7646;184;0,91;2;2018-04-26 13:33
7647;291;1,96;2;2018-04-26 14:19
7648;77;0,36;3;2018-04-26 14:43
7649;425;3,24;2;2018-04-26 15:50
7650;643;2,87;2;2018-04-26 16:00
7651;664;1,1;1;2018-04-26 16:30
7652;655;0,81;2;2018-04-26 17:34
7653;574;0,89;2;2018-04-26 18:52
7654;477;2,98;3;2018-04-26 19:20
7655;650;0,76;2;2018-04-26 19:56
7656;265;0,51;2;2018-04-26 20:23
7657;344;3,07;3;2018-04-26 20:23
7658;505;3,37;1;2018-04-26 20:27
7659;480;0,58;2;2018-04-26 21:24
7660;286;0,85;2;2018-04-26 22:34
7661;174;2,59;1;2018-04-27 00:05
7662;128;2,76;2;2018-04-27 01:01
7663;159;0,4;1;2018-04-27 02:30
7664;92;1,37;1;2018-04-27 03:41
7665;207;1,96;1;2018-04-27 04:05
7666;451;1,35;3;2018-04-27 04:35
7667;265;1,75;3;2018-04-27 05:18
7668;570;3;3;2018-04-27 05:27
7669;566;0,29;2;2018-04-27 06:55
7670;476;0,2;3;2018-04-27 07:07
7671;19;1,78;3;2018-04-27 07:45
7672;269;2,08;1;2018-04-27 08:07
7673;578;1,75;2;2018-04-27 08:12
7674;624;2,12;1;2018-04-27 08:25
7675;344;0,08;1;2018-04-27 08:27
7676;573;2,11;3;2018-04-27 09:16
7677;612;1,23;3;2018-04-27 10:09
7678;605;1,08;1;2018-04-27 10:23
7679;16;0,66;1;2018-04-27 11:41
7680;649;0,06;1;2018-04-27 12:31
7681;144;0,54;3;2018-04-27 13:34
7682;520;3,32;2;2018-04-27 14:23
7683;357;2,61;2;2018-04-27 15:47
7684;230;1,78;3;2018-04-27 16:01
7685;128;1,39;3;2018-04-27 16:05
7686;202;2,12;1;2018-04-27 17:26
7687;392;2,46;2;2018-04-27 18:19
7688;453;0,86;3;2018-04-27 18:52
7689;133;1,47;3;2018-04-27 19:49
7690;289;0,98;2;2018-04-27 20:59
7691;603;1,77;2;2018-04-27 22:30
7692;351;0,29;3;2018-04-27 23:33
7693;204;2,63;1;2018-04-28 00:42
7694;346;1,81;1;2018-04-28 01:30
7695;367;0,81;1;2018-04-28 02:39
7696;421;0,2;3;2018-04-28 04:12
7697;386;0,4;2;2018-04-28 04:38
7698;498;1,17;1;2018-04-28 05:03
7699;488;0,47;1;2018-04-28 05:37
7700;474;2,71;3;2018-04-28 05:55
7701;181;1,27;2;2018-04-28 06:54
7702;375;0,89;2;2018-04-28 07:32
7703;462;1,94;2;2018-04-28 08:58
7704;533;1,16;2;2018-04-28 09:30
7705;65;3,34;1;2018-04-28 10:47
7706;433;1,16;3;2018-04-28 12:02
7707;36;2,32;2;2018-04-28 12:32
7708;4;0,81;2;2018-04-28 12:46
7709;537;1,39;3;2018-04-28 13:12
7710;323;0,18;1;2018-04-28 14:25
7711;47;1,42;1;2018-04-28 14:56
7712;657;2,79;2;2018-04-28 15:31
7713;191;0,77;3;2018-04-28 16:43
7714;561;1,07;3;2018-04-28 18:16
7715;137;0,75;2;2018-04-28 18:44
7716;86;0,59;3;2018-04-28 18:50
7717;326;1,13;1;2018-04-28 19:08
7718;497;2,6;1;2018-04-28 20:42
7719;178;0,74;2;2018-04-28 21:40
7720;138;1,57;3;2018-04-28 22:59
7721;566;2,4;2;2018-04-28 23:06
7722;531;1,16;2;2018-04-28 23:55
7723;325;1,16;3;2018-04-29 01:28
7724;512;0,85;2;2018-04-29 02:52
7725;589;0,57;3;2018-04-29 03:54
7726;139;3,32;3;2018-04-29 05:28
7727;443;3,24;3;2018-04-29 06:06
7728;565;2,8;3;2018-04-29 06:11
7729;167;0,08;1;2018-04-29 07:18
7730;669;1,71;1;2018-04-29 07:19
7731;502;0,01;3;2018-04-29 07:29
7732;45;2,02;2;2018-04-29 08:00
7733;332;2,96;3;2018-04-29 09:19
7734;421;2,33;2;2018-04-29 10:01
7735;17;1,28;3;2018-04-29 10:14
7736;635;0,51;3;2018-04-29 10:44
7737;327;3,39;3;2018-04-29 12:05
7738;628;2,1;3;2018-04-29 12:39
7739;692;2,42;1;2018-04-29 13:51
7740;451;2,53;2;2018-04-29 15:05
7741;171;0,76;2;2018-04-29 16:10
7742;354;1,79;3;2018-04-29 17:35
7743;77;0,56;3;2018-04-29 17:46
7744;12;2,91;2;2018-04-29 18:23
7745;352;1,66;2;2018-04-29 18:24
7746;352;0,53;1;2018-04-29 19:19
7747;127;2,8;3;2018-04-29 19:47
7748;286;0,2;3;2018-04-29 21:00
7749;634;0,63;1;2018-04-29 21:02
7750;291;2,83;3;2018-04-29 21:47
7751;617;2,68;3;2018-04-29 22:59
7752;282;0,88;1;2018-04-29 23:28
7753;670;3,19;3;2018-04-29 23:42
7754;682;0,9;3;2018-04-30 01:01
7755;435;2,04;3;2018-04-30 01:30
7756;470;3,16;1;2018-04-30 02:06
7757;646;2,04;1;2018-04-30 02:19
7758;368;1,88;1;2018-04-30 03:38
7759;693;3,02;2;2018-04-30 03:50
7760;603;0,04;2;2018-04-30 04:23
7761;323;1,33;3;2018-04-30 04:43
7762;474;0,09;3;2018-04-30 06:16
7763;97;1,51;1;2018-04-30 07:01
7764;25;2,13;1;2018-04-30 07:09
7765;41;1,46;2;2018-04-30 08:40
7766;59;1,79;3;2018-04-30 09:02
7767;10;2,68;2;2018-04-30 09:54
7768;171;3,07;2;2018-04-30 10:28
7769;511;2,16;2;2018-04-30 10:59
7770;408;1,19;1;2018-04-30 11:33
7771;526;2,89;1;2018-04-30 12:18
7772;576;0,52;1;2018-04-30 13:00
7773;87;1,38;1;2018-04-30 13:33
7774;404;2,31;2;2018-04-30 14:29
7775;317;1,49;2;2018-04-30 15:24
7776;626;1,12;1;2018-04-30 15:29
7777;315;2,37;2;2018-04-30 15:59
7778;345;0,28;3;2018-04-30 16:47
7779;339;0,19;3;2018-04-30 18:13
7780;476;2,54;1;2018-04-30 18:20
7781;278;1,67;2;2018-04-30 18:54
7782;86;0,57;3;2018-04-30 19:26
7783;130;0,46;2;2018-04-30 19:28
7784;434;1,08;2;2018-04-30 20:55
7785;274;2,73;3;2018-04-30 22:19
7786;485;3,1;1;2018-04-30 23:47
7787;663;2,71;3;2018-05-01 00:37
7788;438;1,66;2;2018-05-01 01:29
7789;287;3,01;2;2018-05-01 02:42
7790;590;0,37;3;2018-05-01 03:39
7791;539;0,09;2;2018-05-01 05:13
7792;303;3,04;3;2018-05-01 06:30
7793;473;2,54;2;2018-05-01 06:59
7794;293;2,2;2;2018-05-01 07:50
7795;460;1,15;2;2018-05-01 08:06
7796;102;0,11;3;2018-05-01 08:45
7797;424;1,86;2;2018-05-01 09:06
7798;242;1,74;3;2018-05-01 09:42
7799;315;0,48;3;2018-05-01 10:40
7800;58;3,38;3;2018-05-01 10:54
7801;41;1,44;2;2018-05-01 12:00
7802;490;2,16;2;2018-05-01 12:49
7803;173;3,1;1;2018-05-01 14:17
7804;516;0,3;3;2018-05-01 15:23
7805;478;2,59;1;2018-05-01 15:57
7806;397;1,8;2;2018-05-01 17:03
7807;51;0,46;2;2018-05-01 17:58
7808;590;1,35;1;2018-05-01 19:17
7809;513;2,57;3;2018-05-01 20:12
7810;641;3,07;3;2018-05-01 21:18
7811;649;0,45;2;2018-05-01 21:21
7812;380;1,63;1;2018-05-01 21:57
7813;646;1,02;3;2018-05-01 23:23
7814;594;0,27;2;2018-05-02 00:11
7815;229;1,69;2;2018-05-02 00:58
7816;616;3,38;3;2018-05-02 01:44
7817;293;1,52;1;2018-05-02 03:00
7818;165;0,36;3;2018-05-02 03:52
7819;155;0,89;2;2018-05-02 03:54
7820;218;2,13;1;2018-05-02 04:09
7821;633;0,72;1;2018-05-02 04:37
7822;365;3,08;1;2018-05-02 05:32
7823;7;1,13;2;2018-05-02 07:00
7824;82;3,27;1;2018-05-02 07:05
7825;263;1,81;2;2018-05-02 07:37
7826;75;2,62;2;2018-05-02 08:42
7827;49;2,95;2;2018-05-02 08:48
7828;199;2,69;1;2018-05-02 10:18
7829;282;0,73;2;2018-05-02 11:22
7830;199;1,58;2;2018-05-02 12:25
7831;579;0,8;1;2018-05-02 12:44
7832;322;1,69;2;2018-05-02 13:19
7833;437;1,03;3;2018-05-02 14:24
7834;375;2,45;1;2018-05-02 15:19
7835;673;0,38;2;2018-05-02 16:14
7836;315;2,46;1;2018-05-02 17:44
7837;687;0,79;2;2018-05-02 17:59
7838;237;1,6;3;2018-05-02 18:00
7839;38;1,83;2;2018-05-02 18:33
7840;522;2,16;1;2018-05-02 18:55
7841;178;0,19;2;2018-05-02 18:58
7842;116;1,08;1;2018-05-02 19:08
7843;486;2,88;1;2018-05-02 20:38
7844;111;3,4;1;2018-05-02 20:53
7845;396;0,77;3;2018-05-02 21:24
7846;526;2,76;1;2018-05-02 22:20
7847;283;1,41;3;2018-05-02 22:20
7848;392;0,64;1;2018-05-02 23:40
7849;134;0,36;1;2018-05-03 00:40
7850;439;1,04;2;2018-05-03 01:33
7851;147;1,64;3;2018-05-03 01:39
7852;452;1,19;3;2018-05-03 02:11
7853;358;1,66;3;2018-05-03 02:56
7854;517;2,35;1;2018-05-03 03:09
7855;588;1,52;2;2018-05-03 03:10
7856;424;0,76;1;2018-05-03 03:31
7857;469;2,47;2;2018-05-03 04:18
7858;430;0,24;3;2018-05-03 05:08
7859;296;1,73;1;2018-05-03 06:08
7860;660;2,68;2;2018-05-03 07:11
7861;260;0,25;1;2018-05-03 07:26
7862;470;1,83;2;2018-05-03 08:38
7863;327;3,31;3;2018-05-03 09:28
7864;201;1,92;3;2018-05-03 10:02
7865;511;3,26;2;2018-05-03 10:49
7866;498;0,9;3;2018-05-03 11:09
7867;395;1,51;3;2018-05-03 11:21
7868;322;0,57;3;2018-05-03 12:15
7869;417;2,79;1;2018-05-03 13:04
7870;582;2,29;3;2018-05-03 13:42
7871;514;1,44;1;2018-05-03 15:03
7872;628;0,13;3;2018-05-03 15:36
7873;311;1,05;1;2018-05-03 15:38
7874;161;2,95;1;2018-05-03 16:11
7875;351;2,38;2;2018-05-03 16:28
7876;103;0,19;3;2018-05-03 17:41
7877;525;1,37;2;2018-05-03 19:03
7878;162;2,44;2;2018-05-03 19:20
7879;658;0,05;2;2018-05-03 20:34
7880;86;1,82;2;2018-05-03 21:05
7881;561;0,46;1;2018-05-03 21:27
7882;479;2,12;2;2018-05-03 21:40
7883;298;0,57;1;2018-05-03 22:12
7884;552;0,53;3;2018-05-03 22:35
7885;642;1,2;1;2018-05-03 22:46
7886;398;0,68;3;2018-05-03 23:36
7887;676;0,64;3;2018-05-04 00:23
7888;663;2,13;3;2018-05-04 01:31
7889;217;1,46;2;2018-05-04 02:20
7890;208;1,32;3;2018-05-04 02:50
7891;55;1,73;1;2018-05-04 02:59
7892;517;3,1;1;2018-05-04 03:24
7893;433;0,3;1;2018-05-04 04:58
7894;379;1,12;2;2018-05-04 05:32
7895;605;0,49;3;2018-05-04 06:18
7896;335;1,59;1;2018-05-04 07:49
7897;116;1,84;1;2018-05-04 08:46
7898;244;2,5;2;2018-05-04 09:26
7899;121;1,33;2;2018-05-04 10:03
7900;289;3,25;3;2018-05-04 10:20
7901;379;2,78;1;2018-05-04 11:45
7902;460;1,22;1;2018-05-04 12:29
7903;379;2,98;1;2018-05-04 13:33
7904;532;1,95;1;2018-05-04 14:35
7905;501;2,29;3;2018-05-04 15:38
7906;139;1,97;1;2018-05-04 16:54
7907;483;3,31;1;2018-05-04 17:05
7908;165;0,97;1;2018-05-04 18:26
7909;659;1,17;2;2018-05-04 19:30
7910;167;1,23;2;2018-05-04 20:23
7911;186;3,14;2;2018-05-04 20:59
7912;122;0,61;2;2018-05-04 22:20
7913;585;2,68;3;2018-05-04 23:14
7914;681;0,68;2;2018-05-04 23:23
7915;384;3,02;2;2018-05-05 00:26
7916;572;2,01;1;2018-05-05 00:41
7917;33;1,17;3;2018-05-05 01:32
7918;412;2,49;3;2018-05-05 02:54
7919;233;1,72;2;2018-05-05 03:54
7920;667;3,36;1;2018-05-05 04:38
7921;541;2,07;2;2018-05-05 05:17
7922;626;0,13;3;2018-05-05 06:45
7923;515;0,92;1;2018-05-05 07:43
7924;272;0,12;1;2018-05-05 07:57
7925;326;2,15;3;2018-05-05 09:13
7926;225;0,17;1;2018-05-05 10:47
7927;184;3,2;3;2018-05-05 10:57
7928;11;2,28;2;2018-05-05 11:05
7929;57;1,71;2;2018-05-05 12:14
7930;688;1,51;1;2018-05-05 13:21
7931;479;2,37;3;2018-05-05 14:42
7932;373;0,37;3;2018-05-05 15:11
7933;157;1,98;3;2018-05-05 15:29
7934;132;2,05;1;2018-05-05 16:55
7935;395;1,11;1;2018-05-05 18:26
7936;280;0,24;1;2018-05-05 19:56
7937;640;0,96;3;2018-05-05 20:45
7938;391;2,28;1;2018-05-05 20:52
7939;377;3,26;2;2018-05-05 22:22
7940;137;3,11;2;2018-05-05 22:45
7941;625;1,01;3;2018-05-06 00:17
7942;516;0,17;2;2018-05-06 00:20
7943;334;3,39;2;2018-05-06 01:52
7944;578;1,36;2;2018-05-06 03:01
7945;537;2,01;2;2018-05-06 03:43
7946;522;3,05;1;2018-05-06 04:44
7947;616;0,5;2;2018-05-06 05:25
7948;299;1,06;2;2018-05-06 06:01
7949;108;2,95;3;2018-05-06 06:26
7950;119;1,1;3;2018-05-06 06:54
7951;608;1,77;2;2018-05-06 08:16
7952;348;2,45;2;2018-05-06 09:14
7953;189;0,44;2;2018-05-06 09:25
7954;281;3,14;2;2018-05-06 10:02
7955;323;1,23;2;2018-05-06 11:01
7956;340;2,87;3;2018-05-06 12:16
7957;285;1,67;3;2018-05-06 12:50
7958;230;0,26;1;2018-05-06 14:06
7959;201;2,37;2;2018-05-06 14:38
7960;247;3,05;2;2018-05-06 14:40
7961;312;2,85;1;2018-05-06 14:56
7962;380;0,81;3;2018-05-06 16:27
7963;662;2,16;1;2018-05-06 17:38
7964;690;2,79;3;2018-05-06 18:28
7965;466;2,56;3;2018-05-06 20:00
7966;618;0,15;3;2018-05-06 21:16
7967;53;1,12;3;2018-05-06 21:58
7968;527;2,77;3;2018-05-06 23:14
7969;211;2,57;1;2018-05-07 00:19
7970;199;3,03;3;2018-05-07 00:31
7971;37;1,07;1;2018-05-07 01:50
7972;689;2,7;3;2018-05-07 02:38
7973;682;1,64;2;2018-05-07 03:02
7974;253;0,46;3;2018-05-07 03:08
7975;601;0,2;1;2018-05-07 04:18
7976;618;1,91;2;2018-05-07 05:12
7977;111;2,14;2;2018-05-07 06:13
7978;92;0,79;3;2018-05-07 07:17
7979;71;1,06;2;2018-05-07 07:19
7980;417;2,45;2;2018-05-07 08:27
7981;262;3,03;3;2018-05-07 09:06
7982;445;1,07;1;2018-05-07 09:29
7983;681;1,22;1;2018-05-07 10:06
7984;178;3,12;3;2018-05-07 11:15
7985;224;3,21;1;2018-05-07 11:22
7986;328;0,62;2;2018-05-07 12:30
7987;391;0,5;1;2018-05-07 13:08
7988;236;1,51;2;2018-05-07 14:02
7989;238;0,04;2;2018-05-07 14:57
7990;316;2,09;2;2018-05-07 15:04
7991;48;3,38;1;2018-05-07 16:12
7992;279;2,23;1;2018-05-07 16:40
7993;58;2,22;2;2018-05-07 17:37
7994;657;3,05;3;2018-05-07 18:19
7995;55;0,78;2;2018-05-07 18:28
7996;60;3,23;2;2018-05-07 19:39
7997;384;0,33;3;2018-05-07 20:42
7998;637;1,49;3;2018-05-07 21:55
7999;368;2,92;1;2018-05-07 23:11
8000;682;1,31;1;2018-05-07 23:53
8001;224;1,5;2;2018-05-08 00:12
8002;667;2,72;1;2018-05-08 00:38
8003;338;2,18;2;2018-05-08 01:22
8004;108;3,37;2;2018-05-08 02:09
8005;16;0,69;2;2018-05-08 03:30
8006;20;0,08;3;2018-05-08 04:48
8007;356;3,39;3;2018-05-08 05:52
8008;53;1,73;2;2018-05-08 07:11
8009;595;1,05;3;2018-05-08 08:35
8010;215;0,59;3;2018-05-08 08:47
8011;68;0,75;3;2018-05-08 09:25
8012;192;0,6;3;2018-05-08 10:12
8013;60;1,85;3;2018-05-08 10:51
8014;471;0,58;2;2018-05-08 10:59
8015;408;2,76;2;2018-05-08 11:43
8016;137;1,1;3;2018-05-08 12:08
8017;683;3,12;3;2018-05-08 12:42
8018;494;0,69;3;2018-05-08 13:35
8019;412;1,32;1;2018-05-08 14:01
